Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Country/Region,City,State/Province,Postal Code,Division,Region,Product ID,Product Name,Sales,Units,Gross Profit,Cost,lead_time
US-2021-107818-CHO-MIL-31000,2024-08-09,2027-07-03,Standard Class,107818,United States,Pasco,Washington,99301,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,26.0,8,16.88,9.12,1058
US-2021-139892-CHO-SCR-58000,2024-08-09,2027-05-03,Standard Class,139892,United States,San Antonio,Texas,78207,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,21.6,6,15.0,6.6,997
US-2021-107818-CHO-NUT-13000,2024-08-09,2027-07-03,Standard Class,107818,United States,Pasco,Washington,99301,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,1058
US-2021-146815-CHO-SCR-58000,2024-08-09,2027-06-03,Standard Class,146815,United States,New York City,New York,10009,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,1028
US-2021-139892-CHO-NUT-13000,2024-08-09,2027-05-03,Standard Class,139892,United States,San Antonio,Texas,78207,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,997
US-2021-140032-CHO-SCR-58000,2024-08-09,2027-06-03,Standard Class,140032,United States,San Francisco,California,94109,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,1028
US-2021-115987-CHO-MIL-31000,2024-08-09,2027-06-03,Second Class,115987,United States,Tyler,Texas,75701,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56,1028
US-2021-128839-CHO-TRI-54000,2024-08-09,2027-06-03,Standard Class,128839,United States,Chesapeake,Virginia,23320,Chocolate,Gulf,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,33.75,9,22.05,11.7,1028
US-2021-168592-CHO-FUD-51000,2024-08-09,2027-07-03,Standard Class,168592,United States,San Francisco,California,94110,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,1058
US-2021-146283-CHO-NUT-13000,2024-08-09,2027-08-03,Standard Class,146283,United States,Houston,Texas,77036,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,20.94,6,14.94,6.0,1089
US-2021-146283-CHO-SCR-58000,2024-08-09,2027-08-03,Standard Class,146283,United States,Houston,Texas,77036,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,1089
US-2021-107818-CHO-TRI-54000,2024-08-09,2027-07-03,Standard Class,107818,United States,Pasco,Washington,99301,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,22.5,6,14.7,7.8,1058
US-2021-168592-CHO-MIL-31000,2024-08-09,2027-07-03,Standard Class,168592,United States,San Francisco,California,94110,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,3.25,1,2.11,1.14,1058
US-2021-163293-CHO-NUT-13000,2024-08-09,2027-04-03,First Class,163293,United States,Macon,Georgia,31204,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,13.96,4,9.96,4.0,967
US-2021-132500-CHO-NUT-13000,2024-08-09,2027-05-03,Standard Class,132500,United States,San Francisco,California,94110,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,997
US-2021-163293-CHO-MIL-31000,2024-08-09,2027-04-03,First Class,163293,United States,Macon,Georgia,31204,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,967
US-2021-128839-CHO-MIL-31000,2024-08-09,2027-06-03,Standard Class,128839,United States,Chesapeake,Virginia,23320,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,1028
US-2021-139892-CHO-SCR-58000,2024-08-09,2027-05-03,Standard Class,139892,United States,San Antonio,Texas,78207,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,28.8,8,20.0,8.8,997
US-2021-126403-CHO-SCR-58000,2024-09-09,2027-05-03,Second Class,126403,United States,Lowell,Massachusetts,1852,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,21.6,6,15.0,6.6,966
US-2021-102869-CHO-FUD-51000,2024-09-09,2027-07-03,Second Class,102869,United States,Philadelphia,Pennsylvania,19140,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,1027
US-2021-131870-CHO-SCR-58000,2024-09-09,2027-04-03,First Class,131870,United States,Lancaster,Ohio,43130,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,21.6,6,15.0,6.6,936
US-2021-131870-CHO-MIL-31000,2024-09-09,2027-04-03,First Class,131870,United States,Lancaster,Ohio,43130,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,29.25,9,18.99,10.26,936
US-2021-144407-CHO-FUD-51000,2024-09-09,2027-08-03,Standard Class,144407,United States,Detroit,Michigan,48227,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,25.2,7,16.8,8.4,1058
US-2021-102869-CHO-TRI-54000,2024-09-09,2027-07-03,Second Class,102869,United States,Philadelphia,Pennsylvania,19140,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,1027
US-2021-126403-CHO-MIL-31000,2024-09-09,2027-05-03,Second Class,126403,United States,Lowell,Massachusetts,1852,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,966
US-2021-103527-CHO-SCR-58000,2024-09-09,2027-07-03,Second Class,103527,United States,Chicago,Illinois,60653,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,1027
US-2021-126403-CHO-FUD-51000,2024-09-09,2027-05-03,Second Class,126403,United States,Lowell,Massachusetts,1852,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,966
US-2021-126403-CHO-NUT-13000,2024-09-09,2027-05-03,Second Class,126403,United States,Lowell,Massachusetts,1852,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,17.45,5,12.45,5.0,966
US-2021-102869-CHO-FUD-51000,2024-09-09,2027-07-03,Second Class,102869,United States,Philadelphia,Pennsylvania,19140,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,21.6,6,14.4,7.2,1027
US-2021-115196-CHO-MIL-31000,2024-09-09,2027-06-03,Standard Class,115196,United States,Greenville,North Carolina,27834,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,997
US-2021-102869-CHO-FUD-51000,2024-09-09,2027-07-03,Second Class,102869,United States,Philadelphia,Pennsylvania,19140,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,3.6,1,2.4,1.2,1027
US-2021-125731-CHO-NUT-13000,2024-10-09,2027-09-03,Standard Class,125731,United States,Gresham,Oregon,97030,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,17.45,5,12.45,5.0,1059
US-2021-113383-CHO-NUT-13000,2024-10-09,2027-06-03,First Class,113383,United States,Clifton,New Jersey,7011,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,17.45,5,12.45,5.0,967
US-2021-113383-CHO-FUD-51000,2024-10-09,2027-06-03,First Class,113383,United States,Clifton,New Jersey,7011,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,14.4,4,9.6,4.8,967
US-2021-138835-CHO-FUD-51000,2024-10-09,2027-07-03,Standard Class,138835,United States,Virginia Beach,Virginia,23464,Chocolate,Gulf,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,997
US-2021-125731-CHO-SCR-58000,2024-10-09,2027-09-03,Standard Class,125731,United States,Gresham,Oregon,97030,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,25.2,7,17.5,7.7,1059
CA-2021-126438-CHO-TRI-54000,2024-10-09,2027-06-03,First Class,126438,Canada,Montreal,Quebec,10035,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,967
US-2021-112837-CHO-SCR-58000,2024-11-09,2027-09-03,Standard Class,112837,United States,Oxnard,California,93030,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,1028
US-2021-116246-CHO-TRI-54000,2024-12-09,2027-10-03,Second Class,116246,United States,New York City,New York,10035,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,22.5,6,14.7,7.8,1028
US-2021-119081-CHO-TRI-54000,2024-12-09,2027-12-03,Standard Class,119081,United States,Olathe,Kansas,66062,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,1089
US-2021-138527-CHO-SCR-58000,2024-12-09,2027-10-03,Standard Class,138527,United States,Cary,North Carolina,27511,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,18.0,5,12.5,5.5,1028
US-2021-103702-CHO-TRI-54000,2024-12-09,2027-10-03,Standard Class,103702,United States,Fairfield,Ohio,45014,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,26.25,7,17.15,9.1,1028
US-2021-150924-CHO-SCR-58000,2024-12-09,2027-09-03,Second Class,150924,United States,Houston,Texas,77070,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,18.0,5,12.5,5.5,998
US-2021-138527-CHO-NUT-13000,2024-12-09,2027-10-03,Standard Class,138527,United States,Cary,North Carolina,27511,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,1028
US-2021-119081-CHO-SCR-58000,2024-12-09,2027-12-03,Standard Class,119081,United States,Olathe,Kansas,66062,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,1089
US-2021-119081-CHO-FUD-51000,2024-12-09,2027-12-03,Standard Class,119081,United States,Olathe,Kansas,66062,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,18.0,5,12.0,6.0,1089
US-2021-138527-CHO-MIL-31000,2024-12-09,2027-10-03,Standard Class,138527,United States,Cary,North Carolina,27511,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,3.25,1,2.11,1.14,1028
US-2021-101476-CHO-MIL-31000,2024-12-09,2027-06-03,First Class,101476,United States,New Rochelle,New York,10801,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,3.25,1,2.11,1.14,906
US-2021-113859-CHO-TRI-54000,2024-09-13,2027-10-03,Standard Class,113859,United States,Odessa,Texas,79762,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,22.5,6,14.7,7.8,1115
US-2021-142769-CHO-MIL-31000,2024-09-13,2027-06-03,Same Day,142769,United States,Seattle,Washington,98103,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,993
US-2021-142769-CHO-NUT-13000,2024-09-13,2027-06-03,Same Day,142769,United States,Seattle,Washington,98103,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,993
US-2021-145212-CHO-FUD-51000,2024-09-13,2027-12-03,Standard Class,145212,United States,New York City,New York,10011,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,1176
US-2021-156216-CHO-SCR-58000,2024-09-13,2027-10-03,Standard Class,156216,United States,Charlotte,North Carolina,28205,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,25.2,7,17.5,7.7,1115
US-2021-126277-CHO-FUD-51000,2024-09-13,2027-11-03,Second Class,126277,United States,Columbus,Ohio,43229,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,1146
US-2021-142769-CHO-MIL-31000,2024-09-13,2027-06-03,Same Day,142769,United States,Seattle,Washington,98103,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7,993
US-2021-142769-CHO-TRI-54000,2024-09-13,2027-06-03,Same Day,142769,United States,Seattle,Washington,98103,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,3.75,1,2.45,1.3,993
US-2021-132962-CHO-NUT-13000,2024-09-13,2027-09-03,First Class,132962,United States,Philadelphia,Pennsylvania,19143,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,1085
US-2021-140039-OTH-LIC-15000,2024-09-13,2027-10-03,Standard Class,140039,United States,Tempe,Arizona,85281,Other,Pacific,OTH-LIC-15000,Lickable Wallpaper,100.0,5,50.0,50.0,1115
US-2021-142769-CHO-MIL-31000,2024-09-13,2027-06-03,Same Day,142769,United States,Seattle,Washington,98103,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,993
US-2021-142769-CHO-SCR-58000,2024-09-13,2027-06-03,Same Day,142769,United States,Seattle,Washington,98103,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,993
US-2021-142769-CHO-FUD-51000,2024-09-13,2027-06-03,Same Day,142769,United States,Seattle,Washington,98103,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,993
US-2021-142769-CHO-MIL-31000,2024-09-13,2027-06-03,Same Day,142769,United States,Seattle,Washington,98103,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56,993
US-2021-132962-CHO-MIL-31000,2024-09-13,2027-09-03,First Class,132962,United States,Philadelphia,Pennsylvania,19143,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7,1085
US-2021-127635-CHO-SCR-58000,2024-09-14,2027-11-03,Second Class,127635,United States,Corpus Christi,Texas,78415,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,18.0,5,12.5,5.5,1145
US-2021-159184-CHO-MIL-31000,2024-09-14,2027-12-03,Standard Class,159184,United States,Macon,Georgia,31204,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7,1175
US-2021-145576-CHO-NUT-13000,2024-09-14,2027-11-03,Second Class,145576,United States,Tampa,Florida,33614,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,1145
US-2021-160766-CHO-FUD-51000,2024-09-14,2027-07-03,Same Day,160766,United States,New York City,New York,10009,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,32.4,9,21.6,10.8,1022
US-2021-100853-CHO-FUD-51000,2024-09-14,2027-12-03,Standard Class,100853,United States,Chicago,Illinois,60623,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,1175
US-2021-160766-CHO-MIL-31000,2024-09-14,2027-07-03,Same Day,160766,United States,New York City,New York,10009,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,1022
US-2021-145576-CHO-FUD-51000,2024-09-14,2027-11-03,Second Class,145576,United States,Tampa,Florida,33614,Chocolate,Gulf,CHO-FUD-51000,Wonka Bar - Fudge Mallows,18.0,5,12.0,6.0,1145
US-2021-127635-CHO-MIL-31000,2024-09-14,2027-11-03,Second Class,127635,United States,Corpus Christi,Texas,78415,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,1145
US-2021-159184-CHO-FUD-51000,2024-09-14,2027-12-03,Standard Class,159184,United States,Macon,Georgia,31204,Chocolate,Gulf,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,1175
US-2021-160766-CHO-SCR-58000,2024-09-14,2027-07-03,Same Day,160766,United States,New York City,New York,10009,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,25.2,7,17.5,7.7,1022
US-2021-113362-CHO-NUT-13000,2024-09-14,2027-12-03,Standard Class,113362,United States,Rochester,New York,14609,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,1175
US-2021-127635-CHO-FUD-51000,2024-09-14,2027-11-03,Second Class,127635,United States,Corpus Christi,Texas,78415,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,14.4,4,9.6,4.8,1145
US-2021-100853-CHO-SCR-58000,2024-09-14,2027-12-03,Standard Class,100853,United States,Chicago,Illinois,60623,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,14.4,4,10.0,4.4,1175
US-2021-160766-CHO-TRI-54000,2024-09-14,2027-07-03,Same Day,160766,United States,New York City,New York,10009,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,33.75,9,22.05,11.7,1022
US-2021-127635-CHO-TRI-54000,2024-09-14,2027-11-03,Second Class,127635,United States,Corpus Christi,Texas,78415,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,1145
US-2021-113362-CHO-TRI-54000,2024-09-14,2027-12-03,Standard Class,113362,United States,Rochester,New York,14609,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5,1175
US-2021-160766-CHO-SCR-58000,2024-09-14,2027-07-03,Same Day,160766,United States,New York City,New York,10009,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,14.4,4,10.0,4.4,1022
US-2021-160766-CHO-MIL-31000,2024-09-14,2027-07-03,Same Day,160766,United States,New York City,New York,10009,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,1022
US-2021-160766-CHO-NUT-13000,2024-09-14,2027-07-03,Same Day,160766,United States,New York City,New York,10009,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,3.49,1,2.49,1.0,1022
US-2021-149594-CHO-FUD-51000,2024-09-15,2027-12-03,Standard Class,149594,United States,Philadelphia,Pennsylvania,19120,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,14.4,4,9.6,4.8,1174
US-2021-138100-CHO-FUD-51000,2024-09-15,2027-03-13,Standard Class,138100,United States,New York City,New York,10011,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,909
US-2021-138100-CHO-MIL-31000,2024-09-15,2027-03-13,Standard Class,138100,United States,New York City,New York,10011,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,909
US-2021-141152-CHO-SCR-58000,2024-09-16,2027-12-03,First Class,141152,United States,New York City,New York,10024,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,3.6,1,2.5,1.1,1173
US-2021-103940-CHO-MIL-31000,2024-09-17,2027-03-14,Standard Class,103940,United States,Seattle,Washington,98103,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,908
US-2021-131947-CHO-NUT-13000,2024-09-17,2027-03-15,Standard Class,131947,United States,Springfield,Oregon,97477,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,909
US-2021-131947-CHO-MIL-31000,2024-09-17,2027-03-15,Standard Class,131947,United States,Springfield,Oregon,97477,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,909
US-2021-103940-CHO-SCR-58000,2024-09-17,2027-03-14,Standard Class,103940,United States,Seattle,Washington,98103,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,18.0,5,12.5,5.5,908
US-2021-158638-CHO-SCR-58000,2024-09-17,2027-03-14,Standard Class,158638,United States,Philadelphia,Pennsylvania,19120,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,14.4,4,10.0,4.4,908
US-2021-112851-CHO-SCR-58000,2024-09-17,2027-03-14,Standard Class,112851,United States,Chula Vista,California,91911,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,908
US-2021-131947-CHO-FUD-51000,2024-09-17,2027-03-15,Standard Class,131947,United States,Springfield,Oregon,97477,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,18.0,5,12.0,6.0,909
US-2021-117170-CHO-NUT-13000,2024-09-17,2027-03-17,Standard Class,117170,United States,Raleigh,North Carolina,27604,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,3.49,1,2.49,1.0,911
US-2021-131947-CHO-NUT-13000,2024-09-17,2027-03-15,Standard Class,131947,United States,Springfield,Oregon,97477,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,20.94,6,14.94,6.0,909
US-2021-103940-CHO-MIL-31000,2024-09-17,2027-03-14,Standard Class,103940,United States,Seattle,Washington,98103,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,908
US-2021-103940-CHO-FUD-51000,2024-09-17,2027-03-14,Standard Class,103940,United States,Seattle,Washington,98103,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,908
US-2021-117170-CHO-NUT-13000,2024-09-17,2027-03-17,Standard Class,117170,United States,Raleigh,North Carolina,27604,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,911
US-2021-131947-CHO-FUD-51000,2024-09-17,2027-03-15,Standard Class,131947,United States,Springfield,Oregon,97477,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,36.0,10,24.0,12.0,909
US-2021-168130-CHO-TRI-54000,2024-09-19,2027-12-03,Same Day,168130,United States,New York City,New York,10011,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,26.25,7,17.15,9.1,1170
US-2021-138177-CHO-SCR-58000,2024-09-19,2027-03-17,Standard Class,138177,United States,Chandler,Arizona,85224,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,3.6,1,2.5,1.1,909
US-2021-159849-CHO-FUD-51000,2024-09-19,2027-12-03,Same Day,159849,United States,San Francisco,California,94110,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,1170
US-2021-156601-CHO-SCR-58000,2024-09-19,2027-03-17,Standard Class,156601,United States,Long Beach,California,90805,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,909
US-2021-132787-CHO-FUD-51000,2024-09-19,2027-03-16,Standard Class,132787,United States,Seattle,Washington,98115,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,21.6,6,14.4,7.2,908
US-2021-127299-CHO-TRI-54000,2024-09-19,2027-03-17,Standard Class,127299,United States,Charlotte,North Carolina,28205,Chocolate,Gulf,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,22.5,6,14.7,7.8,909
US-2021-106992-CHO-SCR-58000,2024-09-19,2027-03-14,Second Class,106992,United States,Houston,Texas,77036,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,906
US-2021-127299-CHO-SCR-58000,2024-09-19,2027-03-17,Standard Class,127299,United States,Charlotte,North Carolina,28205,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,909
US-2021-106992-OTH-LIC-15000,2024-09-19,2027-03-14,Second Class,106992,United States,Houston,Texas,77036,Other,Interior,OTH-LIC-15000,Lickable Wallpaper,140.0,7,70.0,70.0,906
US-2021-166744-CHO-MIL-31000,2024-09-20,2027-03-17,Standard Class,166744,United States,Columbia,Maryland,21044,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,908
US-2021-125997-CHO-SCR-58000,2024-09-20,2027-03-16,First Class,125997,United States,New York City,New York,10011,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,907
US-2021-120411-CHO-FUD-51000,2024-09-20,2027-03-16,First Class,120411,United States,Chicago,Illinois,60653,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,18.0,5,12.0,6.0,907
US-2021-125997-CHO-MIL-31000,2024-09-20,2027-03-16,First Class,125997,United States,New York City,New York,10011,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,907
US-2021-166744-CHO-SCR-58000,2024-09-20,2027-03-17,Standard Class,166744,United States,Columbia,Maryland,21044,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,908
US-2021-134614-CHO-SCR-58000,2024-09-20,2027-03-18,Standard Class,134614,United States,Bloomington,Illinois,61701,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,21.6,6,15.0,6.6,909
US-2021-133704-OTH-KAZ-38000,2024-09-20,2027-03-19,Standard Class,133704,United States,Los Angeles,California,90004,Other,Pacific,OTH-KAZ-38000,Kazookles,13.0,4,1.0,12.0,910
US-2021-125997-CHO-SCR-58000,2024-09-20,2027-03-16,First Class,125997,United States,New York City,New York,10011,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,3.6,1,2.5,1.1,907
US-2021-151953-CHO-SCR-58000,2024-09-20,2027-03-18,Standard Class,151953,United States,Jacksonville,Florida,32216,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,909
US-2021-133704-CHO-FUD-51000,2024-09-20,2027-03-19,Standard Class,133704,United States,Los Angeles,California,90004,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,910
US-2021-156433-CHO-TRI-54000,2024-09-20,2027-03-19,Standard Class,156433,United States,San Francisco,California,94110,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,910
US-2021-125997-CHO-SCR-58000,2024-09-20,2027-03-16,First Class,125997,United States,New York City,New York,10011,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,21.6,6,15.0,6.6,907
US-2021-156433-CHO-TRI-54000,2024-09-20,2027-03-19,Standard Class,156433,United States,San Francisco,California,94110,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,15.0,4,9.8,5.2,910
